Commodity	Contract_Type	Delivery_Month	Delivery_Year	Strike_Price	Business_Date	Match_Time	Price_Indicator	Price	Message_Code	Amend_Code	Volume
ZCOA	F	G	2024	0000000	20240226	182838	 	0000044335	Y	D	00240
ZCOA	F	H	2024	0000000	20240226	182838	 	0000044366	Y	D	00240
ZCOA	F	H	2024	0000000	20240226	182838	 	0000044366	Y	D	00240
ZCOA	F	H	2024	0000000	20240226	182838	 	0000044366	Y	D	00240
ZEIM	F	G	2024	0000000	20240226	182835	 	0000394940	Y	D	00369
ZEIM	F	G	2024	0000000	20240226	182835	 	0000394940	Y	D	00369
ZEIM	F	G	2024	0000000	20240226	182835	 	0000394940	Y	D	00369
ZEIM	F	H	2024	0000000	20240226	182836	 	0000397364	Y	D	00369
ZEIM	F	H	2024	0000000	20240226	182836	 	0000397364	Y	D	00369
ZEIM	F	H	2024	0000000	20240226	182836	 	0000397364	Y	D	00369
ZHND	F	G	2024	0000000	20240226	182838	 	0000050580	Y	D	00057
ZHND	F	G	2024	0000000	20240226	182838	 	0000050580	Y	D	00057
ZHND	F	H	2024	0000000	20240226	182838	 	0000050615	Y	D	00057
ZHND	F	H	2024	0000000	20240226	182838	 	0000050615	Y	D	00057
ZHND	F	H	2024	0000000	20240226	182838	 	0000050615	Y	D	00057
ZICI	F	G	2024	0000000	20240226	182836	 	0000105235	Y	D	00769
ZICI	F	G	2024	0000000	20240226	182836	 	0000105235	Y	D	00769
ZICI	F	G	2024	0000000	20240226	182838	 	0000105235	Y	D	00100
ZICI	F	G	2024	0000000	20240226	182838	 	0000105235	Y	D	00100
ZICI	F	H	2024	0000000	20240226	182836	 	0000105966	Y	D	00769
ZICI	F	H	2024	0000000	20240226	182836	 	0000105966	Y	D	00769
ZICI	F	H	2024	0000000	20240226	182838	 	0000106037	Y	D	00100
ZICI	F	H	2024	0000000	20240226	182838	 	0000106037	Y	D	00100
ZICI	F	H	2024	0000000	20240226	182838	 	0000106037	Y	D	00100
ZIIB	F	G	2024	0000000	20240226	182836	 	0000147040	Y	D	01800
ZIIB	F	G	2024	0000000	20240226	182836	 	0000147040	Y	D	01800
ZIIB	F	G	2024	0000000	20240226	182836	 	0000147040	Y	D	01800
ZIIB	F	H	2024	0000000	20240226	182836	 	0000148009	Y	D	01800
ZIIB	F	H	2024	0000000	20240226	182836	 	0000148009	Y	D	01800
ZIIB	F	H	2024	0000000	20240226	182836	 	0000148009	Y	D	01800
ZINF	F	G	2024	0000000	20240226	182836	 	0000166300	Y	D	00844
ZINF	F	G	2024	0000000	20240226	182836	 	0000166300	Y	D	00450
ZINF	F	G	2024	0000000	20240226	182836	 	0000166300	Y	D	00450
ZINF	F	G	2024	0000000	20240226	182836	 	0000166300	Y	D	00844
ZINF	F	G	2024	0000000	20240226	182836	 	0000166300	Y	D	00450
ZINF	F	G	2024	0000000	20240226	183250	 	0000166300	Y	D	00017
ZINF	F	G	2024	0000000	20240226	183250	 	0000166300	Y	D	00017
ZINF	F	H	2024	0000000	20240226	182836	 	0000167352	Y	D	00450
ZINF	F	H	2024	0000000	20240226	182836	 	0000167352	Y	D	00450
ZINF	F	H	2024	0000000	20240226	182836	 	0000167336	Y	D	00844
ZINF	F	H	2024	0000000	20240226	182836	 	0000167336	Y	D	00844
ZINF	F	H	2024	0000000	20240226	182836	 	0000167352	Y	D	00450
ZINF	F	H	2024	0000000	20240226	183250	 	0000167471	Y	D	00017
ZINF	F	H	2024	0000000	20240226	183250	 	0000167471	Y	D	00017
ZITC	F	G	2024	0000000	20240226	182838	 	0000040985	Y	D	00070
ZITC	F	G	2024	0000000	20240226	182838	 	0000040985	Y	D	00070
ZITC	F	G	2024	0000000	20240226	182838	 	0000040985	Y	D	00070
ZITC	F	H	2024	0000000	20240226	182838	 	0000040956	Y	D	00070
ZITC	F	H	2024	0000000	20240226	182838	 	0000040956	Y	D	00070
ZMSI	F	G	2024	0000000	20240226	182837	 	0001147500	Y	D	01404
ZMSI	F	G	2024	0000000	20240226	182837	 	0001147500	Y	D	01404
ZMSI	F	G	2024	0000000	20240226	182838	 	0001147500	Y	D	00334
ZMSI	F	G	2024	0000000	20240226	182838	 	0001147500	Y	D	00334
ZMSI	F	H	2024	0000000	20240226	182837	 	0001155711	Y	D	01404
ZMSI	F	H	2024	0000000	20240226	182837	 	0001155711	Y	D	01404
ZMSI	F	H	2024	0000000	20240226	182838	 	0001156449	Y	D	00334
ZMSI	F	H	2024	0000000	20240226	182838	 	0001156449	Y	D	00334
ZMSI	F	H	2024	0000000	20240226	182838	 	0001156449	Y	D	00334
ZONG	F	G	2024	0000000	20240226	182838	 	0000026955	Y	D	00250
ZONG	F	G	2024	0000000	20240226	182838	 	0000026955	Y	D	00250
ZONG	F	G	2024	0000000	20240226	182838	 	0000026955	Y	D	00250
ZONG	F	H	2024	0000000	20240226	182839	 	0000026936	Y	D	00250
ZONG	F	H	2024	0000000	20240226	182839	 	0000026936	Y	D	00250
ZSBI	F	G	2024	0000000	20240226	182839	 	0000075970	Y	D	00107
ZSBI	F	G	2024	0000000	20240226	182839	 	0000075970	Y	D	00107
ZSBI	F	H	2024	0000000	20240226	182839	 	0000076568	Y	D	00107
ZSBI	F	H	2024	0000000	20240226	182839	 	0000076568	Y	D	00107
ZSBI	F	H	2024	0000000	20240226	182839	 	0000076568	Y	D	00107
ZSUN	F	G	2024	0000000	20240226	182839	 	0000155790	Y	D	00112
ZSUN	F	G	2024	0000000	20240226	182839	 	0000155790	Y	D	00028
ZSUN	F	G	2024	0000000	20240226	182839	 	0000155790	Y	D	00028
ZSUN	F	G	2024	0000000	20240226	182839	 	0000155790	Y	D	00112
ZSUN	F	H	2024	0000000	20240226	182839	 	0000155899	Y	D	00028
ZSUN	F	H	2024	0000000	20240226	182839	 	0000155899	Y	D	00112
ZSUN	F	H	2024	0000000	20240226	182839	 	0000155899	Y	D	00028
ZSUN	F	H	2024	0000000	20240226	182839	 	0000155899	Y	D	00028
ZSUN	F	H	2024	0000000	20240226	182839	 	0000155899	Y	D	00112
ZSUN	F	H	2024	0000000	20240226	182839	 	0000155899	Y	D	00112
ZWPR	F	G	2024	0000000	20240226	182841	 	0000053125	Y	D	01497
ZWPR	F	G	2024	0000000	20240226	182841	 	0000053125	Y	D	01497
ZWPR	F	H	2024	0000000	20240226	182841	 	0000053277	Y	D	01497
ZWPR	F	H	2024	0000000	20240226	182841	 	0000053277	Y	D	01497
